"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	594	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	104	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	81	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	249	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	63	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	47	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	138	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	22	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	35	Not Applicable	Not Applicable
	"Colorado"	"08"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	16863	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"< 1 year"	"1"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	17762	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	71819	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"1-4 years"	"1-4"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	75266	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	95289	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	95289	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	95289	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	99449	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	99449	Suppressed
	"Connecticut"	"09"	"5-9 years"	"5-9"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	99449	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	105414	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	105414	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	105414	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	108848	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	108848	Suppressed
	"Connecticut"	"09"	"10-14 years"	"10-14"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	108848	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	117276	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	117276	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	117276	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	121596	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	121596	Suppressed
	"Connecticut"	"09"	"15-19 years"	"15-19"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	121596	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	116828	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	116828	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	116828	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	123103	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	123103	Suppressed
	"Connecticut"	"09"	"20-24 years"	"20-24"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	123103	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	108598	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	108598	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	108598	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	116859	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	116859	Suppressed
	"Connecticut"	"09"	"25-29 years"	"25-29"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	116859	Suppressed
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	110584	Suppressed
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	110584	Suppressed
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	110584	Suppressed
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	111988	Suppressed
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	13	111988	Unreliable
	"Connecticut"	"09"	"30-34 years"	"30-34"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	111988	Suppressed
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	111260	Suppressed
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	111260	Suppressed
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	111260	Suppressed
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	108595	Suppressed
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	18	108595	Unreliable
	"Connecticut"	"09"	"35-39 years"	"35-39"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	108595	Suppressed
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	106026	Suppressed
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	16	106026	Unreliable
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	106026	Suppressed
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	101260	Suppressed
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	33	101260	32.589373889
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	101260	Suppressed
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	116299	Suppressed
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	30	116299	25.795578638
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	11	116299	Unreliable
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	109195	Suppressed
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	75	109195	68.684463574
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	109195	Suppressed
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	19	129792	Unreliable
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	57	129792	43.916420118
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	15	129792	Unreliable
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	14	121619	Unreliable
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	162	121619	133.202871262
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	17	121619	Unreliable
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	16	138495	Unreliable
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	97	138495	70.038629553
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	35	138495	25.271670457
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	30	129472	23.171033119
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	239	129472	184.595897182
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	38	129472	29.349975284
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	32	127085	25.179997639
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	160	127085	125.899988197
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	85	127085	66.884368730
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	46	118403	38.850366967
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	336	118403	283.776593499
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	72	118403	60.809270035
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	45	103027	43.677870849
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	167	103027	162.093431819
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	95	103027	92.208838460
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	52	92056	56.487355523
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	391	92056	424.741461719
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	104	92056	112.974711046
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	69	85572	80.633852195
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	299	85572	349.413359510
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	153	85572	178.796802692
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	72	72164	99.772739870
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	470	72164	651.294274153
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	141	72164	195.388282246
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	99	62485	158.438025126
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	402	62485	643.354405057
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	203	62485	324.877970713
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	103	49799	206.831462479
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	506	49799	1016.084660334
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	205	49799	411.654852507
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	150	43202	347.206147864
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	598	43202	1384.195176149
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	228	43202	527.753344753
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	142	30609	463.915841746
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	603	30609	1970.008820935
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	188	30609	614.198438368
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	250	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	895	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	260	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	177	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	714	Not Applicable	Not Applicable
	"Connecticut"	"09"	"85-89 years"	"85-89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	202	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	279	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	1162	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	285	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	109	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	681	Not Applicable	Not Applicable
	"Connecticut"	"09"	"90-94 years"	"90-94"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	196	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	148	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	685	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	133	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	47	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	291	Not Applicable	Not Applicable
	"Connecticut"	"09"	"95-99 years"	"95-99"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	82	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	35	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	194	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	45	Not Applicable	Not Applicable
	"Connecticut"	"09"	"100+ years"	"100+"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Not Stated"	"NS"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	Suppressed	Not Applicable	Not Applicable
